user_id	user_name
3683477	RBot~enwiki
8777565	RFC posting script
1358905	Ralbot
6120	Rambot
1811786	RebelRobot
9892229	RedBot
7523687	Redirect fixer
2437887	RefDeskBot
3258344	Rei-bot
13922443	Rezabot
8574593	RibotBOT
2176208	Riccardobot
11048848	Ripchip Bot
3320708	Rob110178bot
25261	Robbot
273237	RobotE
1575512	RobotG
270244	Roboto de Ajvol
4771395	RonaldBot
1504808	RoryBot
17538700	RotlinkBot
543622	Rschen7754bot
7661631	Rubinbot
303026	SEWilcoBot
8561280	SPCUClerkbot
4746784	SQLBot
6818174	SQLBot-Hello
2206974	STBot
2796964	STBotD
5020067	STBotI
3171056	STTWbot
2230472	Sagabot
7027852	SamatBot
761101	Sambot
198990	Sandbot
11221843	SandgemBot
743015	SashatoBot
8578431	SassoBot
1559905	Scepbot
4568569	Seedbot
5701402	SelectionBot
2549479	Selmobot
68471	Sethbot
2278882	Sgeo-BOT
3857230	Shadowbot3
15644871	SharedIPArchiveBot
6932179	ShepBot
4005189	SieBot
12464849	Signpost Book Bot
6351353	SilvonenBot
5936301	SlakrBot
433328	SmackBot
13628994	Smallbot
5787719	SoxBot
6027743	SoxBot II
6040088	SoxBot III
6549832	SoxBot IV
6946612	SoxBot V
7049166	SoxBot VI
7165030	SoxBot VII
7016748	SpBot
4696832	SpebiBot
4559826	SpellCheckerBot
6773085	SpellingBot
3455576	Staeckerbot
2112280	StatsBot
5000730	StatusBot
17310692	SteenthIWbot
5316354	StigBot
3755266	Sumibot
12263795	SunCreatorBot
15139928	Svenbot
3658625	Synthebot
823605	Syrcatbot
21685654	T13bot
725128	TPO-bot
3171782	TXiKiBoT
7359933	TaBOT-zerem
2587417	TaeBot
1187248	Tangobot
922334	Tawkerbot
1022601	Tawkerbot2
1302263	Tawkerbot4
5178556	Taxobot
5067672	Taxobot (usurped)
13512787	Taxobot 1
13722348	Taxobot 2
13722347	Taxobot 3
13722357	Taxobot 6
13722354	Taxobot 7
8218911	TechBot
24437448	ThePhantomBot
1392310	Thijs!bot
7212731	TinucherianBot
11020855	TjBot
10286712	TobeBot
7147611	Town-bot
601940	Tsca.bot
11762992	TuHan-Bot
6055023	UnCatBot
366481	Uncle G's 'bot
406717	Uncle G's major work 'bot
4099039	VVVBot
14632721	Vagobot
16742474	VedeBOT
3677066	VeinorBot
727408	Vina-iwbot~enwiki
3131993	VixDaemonBot
1879647	VoABot II
3035831	VolkovBot
5088811	VsBot
6045156	WASDbot
13347799	WMUKBot
7431769	WPArkansas Bot
991764	WatchlistBot
1161488	WeggeBot
1158220	Werdnabot
1771002	Wherebot
393532	Whobot
7221255	WikiDreamer Bot
8509726	WikiStatsBOT
6114458	Wikinews Importer Bot
11340674	WikitanvirBot
1577873	WinBot
8464632	XLerateBot
6163802	XLinkBot
7225622	Xenobot
10190788	Xenobot Mk V
8066546	Xqbot
1726768	XyBot
16428237	YFdyh-bot
4056354	YonaBot
271058	YurikBot
10591655	ZhBot
908518	Zorglbot
7218328	Zorrobot
1122714	ZsinjBot
332929	Zwobot
11969601	ZéroBot
3437172	^demonBot2
12715311	Δbot
